id,question,answer,category,source,created_at
448,だんろはだんろでも暖まらない暖炉のは？,だんろ（暖炉→段炉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
449,ふとんはふとんでも寝られない布団のは？,ふとん（布団→敷き布団は寝るもの）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
450,まくらはまくらでも寝られない枕のは？,まくら（枕→枕元）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
451,かけぶとんはかけぶとんでもかけられない布団のは？,かけぶとん（掛け布団→掛け算の布団）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
452,着るパンは？,タオル（タオル→着るパン→パンの代わり→違う）→パジャマ（パジャマ→パジャマのパン）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
453,すし屋の大将がカレーを作ると何の味？,すし屋のカレー→すしカレー→スシカレー→スシカレーは何味？,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
454,警察官が大好きな食べ物は？,交番（こうばん）のばん（晩ご飯）→「ばん」ごはん,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
455,お巡りさんが学校に行くと何をする？,おまわりさんが学校へ→交通安全教室,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
456,運転手が一番嫌いな花は？,ハンドル（ハンドル→ハンドク→半ドク→半ドクター）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
457,タクシーが通るときに必ずすることは？,料金メーターを倒す,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
458,消防士が使う乗り物の名前は？,消防車（しょうぼうしゃ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
459,医者が一番よく使う言葉は？,「い」（医）→「い」のつく言葉→「痛いですか？」,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
460,看護師が一番よく履く靴は？,ナースシューズ（ナース＋シューズ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
461,弁護士が食べるお菓子は？,べんごし（弁護士）のべん（弁）→弁当,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
462,大臣が好きな食べ物は？,大臣→だいじん→大尽（だいじん→大金持ち→贅沢）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
463,社長が入る部屋は？,社長室（しゃちょうしつ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
464,先生が好きな食べ物は？,せんせい（先生）→せん（千）せい（生）→千生→せんべい,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
465,生徒が好きなお菓子は？,せいと（生徒）→せい（生）と（徒）→生徒→生チョコ,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
466,子どもが好きな電車は？,子ども（こども）→こ（子）ども（共）→子どもの電車＝キッズトレイン,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
467,赤ちゃんが好きなジュースは？,赤ちゃん→みるく（ミルク）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
468,お年寄りが嫌いなものは？,お年寄り→年を取ると嫌いなもの＝年齢を聞かれること,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
469,学生が学校で一番楽しみな時間は？,放課後（ほうかご）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
470,先生が授業中に飲む飲み物は？,先生のお茶→せんせいのおちゃ→先生茶,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
471,ひげそりとかけて人生と解く。その心は？,どちらも毎日やらないと荒れる,なぞかけ,generated,2026-06-22 10:33:05
472,エアコンとかけて親の小言と解く。その心は？,どちらも効きすぎると体に悪い,なぞかけ,generated,2026-06-22 10:33:05
473,テレビのリモコンとかけて先生と解く。その心は？,どちらもチャンネル（教科）を変えられる,なぞかけ,generated,2026-06-22 10:33:05
474,お菓子とかけて恋愛と解く。その心は？,どちらも甘いものに騙される,なぞかけ,generated,2026-06-22 10:33:05
475,布団とかけて性格と解く。その心は？,どちらも干さないとダメになる,なぞかけ,generated,2026-06-22 10:33:05
476,チャックとかけて人間関係と解く。その心は？,どちらも閉めすぎると壊れる,なぞかけ,generated,2026-06-22 10:33:05
477,ゴミ箱とかけて不満と解く。その心は？,どちらも溜めると溢れる,なぞかけ,generated,2026-06-22 10:33:05
478,踏切とかけて試験と解く。その心は？,どちらもカン（勘）が大事,なぞかけ,generated,2026-06-22 10:33:05
479,パズルとかけてプロポーズと解く。その心は？,どちらもピースが合わないと成立しない,なぞかけ,generated,2026-06-22 10:33:05
480,懐中電灯とかけて天才と解く。その心は？,どちらも暗闇で光る,なぞかけ,generated,2026-06-22 10:33:05
481,傘立てとかけて交友関係と解く。その心は？,どちらも出入りが激しい,なぞかけ,generated,2026-06-22 10:33:05
482,貯金箱とかけてダイエットと解く。その心は？,どちらもいっぱいにすると開けたくなる,なぞかけ,generated,2026-06-22 10:33:05
483,目覚まし時計とかけて将来の夢と解く。その心は？,どちらもセットしないと実現しない,なぞかけ,generated,2026-06-22 10:33:05
484,サイフとかけて記憶力と解く。その心は？,どちらも入っているものが少ないと寂しい,なぞかけ,generated,2026-06-22 10:33:05
485,体温計とかけて恋と解く。その心は？,どちらも熱を測る／熱が出る,なぞかけ,generated,2026-06-22 10:33:05
486,消しゴムとかけて恋愛の終わりと解く。その心は？,どちらも消したい過去がある,なぞかけ,generated,2026-06-22 10:33:05
487,修正テープとかけて謝罪と解く。その心は？,どちらも後から白く塗りつぶす,なぞかけ,generated,2026-06-22 10:33:05
488,虫眼鏡とかけて探偵と解く。その心は？,どちらも細かいところを見る,なぞかけ,generated,2026-06-22 10:33:05
489,磁石とかけて相性のいいカップルと解く。その心は？,どちらも離れようとすると引き合う,なぞかけ,generated,2026-06-22 10:33:05
490,入口の反対は出口。では「お」入口の反対は？,お出口（おでぐち）,言葉遊び,generated,2026-06-22 10:33:05
491,出口の反対は入口。では漢字の出口の反対は？,入口（いりぐち）,言葉遊び,generated,2026-06-22 10:33:05
492,入口と出口の間にあるものは？,通路（つうろ）,言葉遊び,generated,2026-06-22 10:33:05
493,学校の入口と出口の間にいる人は？,先生（入口→授業→出口→下校）,言葉遊び,generated,2026-06-22 10:33:05
494,お風呂の入口と出口の間に流れているものは？,お湯,言葉遊び,generated,2026-06-22 10:33:05
495,冷蔵庫の中で一番偉いのは？,レイ（冷）→冷蔵庫の王様→「レイ」王→レイアウト,言葉遊び,generated,2026-06-22 10:33:05
496,冷凍庫の中で一番寒い場所は？,冷凍庫の奥（冷気が溜まる）,言葉遊び,generated,2026-06-22 10:33:05
497,電子レンジで温められないものは？,金属（アルミホイルなど）,言葉遊び,generated,2026-06-22 10:33:05
498,トースターで焼くと一番美味しそうに見えるものは？,パン（きつね色に焼ける）,言葉遊び,generated,2026-06-22 10:33:05
499,炊飯器で一番やってはいけないことは？,中に手を入れる（火傷する）,言葉遊び,generated,2026-06-22 10:33:05
500,掃除機で一番吸い取れないものは？,静電気（掃除機では取れない）,言葉遊び,generated,2026-06-22 10:33:05
501,洗濯機の中で一番回っているものは？,洗濯物,言葉遊び,generated,2026-06-22 10:33:05
502,乾燥機の中で一番乾かないものは？,気持ち（心は乾かない）,言葉遊び,generated,2026-06-22 10:33:05
503,アイロンで一番かけてはいけないものは？,自分の手,言葉遊び,generated,2026-06-22 10:33:05
504,ミシンで縫えないものは？,壊れた心,言葉遊び,generated,2026-06-22 10:33:05
505,包丁で切れないものは？,水（水は包丁で切れない）,言葉遊び,generated,2026-06-22 10:33:05
506,まな板の上で一番多く使われる言葉は？,トントントン（包丁の音）,言葉遊び,generated,2026-06-22 10:33:05
507,鍋の中で一番熱い場所は？,鍋底（直接火が当たる）,言葉遊び,generated,2026-06-22 10:33:05
508,フライパンの中で一番踊っているものは？,油（油がはねる）,言葉遊び,generated,2026-06-22 10:33:05
509,やかんで一番多い音は？,ピーピー（お湯が沸いた音）,言葉遊び,generated,2026-06-22 10:33:05
510,箸で一番使いにくい食材は？,つるつるしたもの（ところてん、ゼリー）,言葉遊び,generated,2026-06-22 10:33:05
511,スプーンですくえないスープは？,空気のスープ（存在しない）,言葉遊び,generated,2026-06-22 10:33:05
512,フォークで刺せないサラダは？,水サラダ（ドレッシングだけ）,言葉遊び,generated,2026-06-22 10:33:05
513,ナイフで切れないパンは？,固すぎるパン（フランスパンの端）,言葉遊び,generated,2026-06-22 10:33:05
514,コップに入れられない飲み物は？,固形の飲み物（存在しない）,言葉遊び,generated,2026-06-22 10:33:05
515,グラスに注げないお酒は？,気持ち（「気持ちを注ぐ」という比喩）,言葉遊び,generated,2026-06-22 10:33:05
516,皿に盛れない料理は？,夢（「夢を盛る」は比喩）,言葉遊び,generated,2026-06-22 10:33:05
517,朝起きて一番最初にすることは？,目を開ける,ひっかけ,generated,2026-06-22 10:33:05
518,夜寝る前の一番最後にすることは？,目を閉じる,ひっかけ,generated,2026-06-22 10:33:05
519,雨の日に外で傘をささずに立っている人が濡れない方法は？,雨が降っていない場所に立つ／軒下に立つ,ひっかけ,generated,2026-06-22 10:33:05
520,水の中で傘をさしている人はなぜ濡れない？,水の中で傘をさしても意味がない→すでに濡れている,ひっかけ,generated,2026-06-22 10:33:05
521,真っ暗な部屋で懐中電灯なしでも見えるものは？,暗闇（真っ暗＝暗闇しか見えない）,ひっかけ,generated,2026-06-22 10:33:05
522,静かな部屋で聞こえる一番大きな音は？,自分の心臓の音,ひっかけ,generated,2026-06-22 10:33:05
523,大声を出すと壊れるものは？,静寂（しじま）／ガラス（音響破壊）,ひっかけ,generated,2026-06-22 10:33:05
524,目をつぶっても消えないものは？,暗闇（目をつぶっても暗さは続く）,ひっかけ,generated,2026-06-22 10:33:05
525,耳をふさぎながらでも聞こえる言葉は？,心の声（自分の考え）,ひっかけ,generated,2026-06-22 10:33:05
526,口を閉じていても味わえるものは？,よだれ（つばの味）,ひっかけ,generated,2026-06-22 10:33:05
527,鼻をつまんでも感じる味は？,塩味／甘味（味覚は鼻がつまっても感じる）,ひっかけ,generated,2026-06-22 10:33:05
528,後ろを向いても見えるものは？,自分の体（後ろを向いても自分の体は見える）,ひっかけ,generated,2026-06-22 10:33:05
529,上を向いても見えないものは？,自分の足（上を向くと足は見えない）,ひっかけ,generated,2026-06-22 10:33:05
530,下を向いても見えないものは？,自分の頭のてっぺん,ひっかけ,generated,2026-06-22 10:33:05
531,右手で触れるのに左手で触れないものは？,左手（右手で左手を触れる。左手で左手は触れない）,ひっかけ,generated,2026-06-22 10:33:05
532,左手でしか触れないものは？,右手（左手でしか右手に触れない？いや右手でも右手を触れる）,ひっかけ,generated,2026-06-22 10:33:05
533,すいかはすいかでも食べられないすいかは？,西瓜（スイカ割りのスイカじゃない）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
534,メロンはメロンでも食べられないメロンは？,メロン（メロディーのメロン）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
535,ブドウはブドウでも食べられないブドウは？,ぶどう（武道）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
536,みかんはみかんでも食べられないみかんは？,みかん（蜜柑→見感）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
537,ももはももでも食べられないももは？,もも（腿）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
538,なしはなしでも食べられないなしは？,なし（無し）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
539,かきはかきでも食べられないかきは？,かき（柿→牡蠣）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
540,バナナはバナナでも食べられないバナナは？,バナナ（バナナ→場內）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
541,キウイはキウイでも食べられないキウイは？,キウイ（キウイ→危機）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
542,パイナップルはパイナップルでも食べられないパイナップルは？,パイナップル（パイ＋ナップル）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
543,りんごはりんごでも食べられないりんごは？,林檎→リン＋ゴ（輪ゴムの輪）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
544,りんごはりんごでも割れないりんごは？,リンゴ（りんご→輪子）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
545,いちごはいちごでも食べられないいちごは？,イチゴ（異郷）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
546,いちごはいちごでも赤くないいちごは？,イチゴ（一期）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
547,さくらんぼはさくらんぼでも食べられないさくらんぼは？,さくらんぼ（サクランボ→桜のぼん）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
548,ぶどうはぶどうでも食べられないぶどうは？,ブドウ（不当）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
549,ももはももでも食べられないももは？,モモ（腿）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
550,かきはかきでも食べられないかきは？,カキ（柿→牡蠣は食べられる→火気）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
551,なしはなしでも食べられないなしは？,ナシ（無→なし）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
552,なしはなしでも実がならないなしは？,ナシ（梨の実がならない→矛盾）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
553,すももはすももでも食べられないすももは？,スモモ（スモモ＝素桃？→すももももももももものうち）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
554,あんずはあんずでも食べられないあんずは？,アンズ（杏→暗図）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
555,うめはうめでも食べられないうめは？,ウメ（梅→生埋め）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
556,きゅうりはきゅうりでも食べられないきゅうりは？,キュウリ（九里）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
557,なすはなすでも食べられないなすは？,ナス（茄子→無す）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
558,かぼちゃはかぼちゃでも食べられないかぼちゃは？,カボチャ（カボチャ→寡婦ちゃ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
559,だいこんはだいこんでも食べられないだいこんは？,ダイコン（大根→大困）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
560,にんじんはにんじんでも食べられないにんじんは？,ニンジン（人参→認識）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
561,じゃがいもはじゃがいもでも食べられないじゃがいもは？,ジャガイモ（ジャガイモ→邪がいも）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
562,さといもはさといもでも食べられないさといもは？,サトイモ（里芋→里以燃）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
563,やまいもはやまいもでも食べられないやまいもは？,ヤマイモ（山芋→病芋）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
564,たまねぎはたまねぎでも泣かないたまねぎは？,タマネギ（玉葱→魂ねぎ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
565,たまねぎはたまねぎでも食べられないたまねぎは？,タマネギ（玉葱→玉値切）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
566,ねぎはねぎでも食べられないねぎは？,ネギ（葱→寝起き）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
567,ほうれんそうはほうれんそうでも食べられないほうれんそうは？,ホウレンソウ（報告相）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
568,レタスはレタスでも食べられないレタスは？,レタス（RETAS→戻す）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
569,きのこはきのこでも食べられないきのこは？,キノコ（木の子→木の粉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
570,しいたけはしいたけでも食べられないしいたけは？,シイタケ（椎茸→椎茸は食べられる→椎竹）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
571,まつたけはまつたけでも食べられないまつたけは？,マツタケ（待ったけ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
572,えのきはえのきでも食べられないえのきは？,エノキ（榎→江の木）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
573,しめじはしめじでも食べられないしめじは？,シメジ（シメジ→閉め字）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
574,なっとうはなっとうでも食べられないなっとうは？,ナットウ（納豆→納塔）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
575,とうふはとうふでも食べられないとうふは？,トウフ（豆腐→闘夫）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
576,みそはみそでも食べられないみそは？,ミソ（味噌→三曽）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
577,しょうゆはしょうゆでも食べられないしょうゆは？,ショウユ（醤油→勝油）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
578,さとうはさとうでも食べられないさとうは？,サトウ（砂糖→佐藤）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
579,しおはしおでも食べられないしおは？,シオ（塩→潮）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
580,すはすでも食べられないすは？,ス（酢→巣）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
581,みりんはみりんでも食べられないみりんは？,ミリン（味醂→未燐）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
582,わさびはわさびでも食べられないわさびは？,ワサビ（山葵→和差日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
583,からしはからしでも食べられないからしは？,カラシ（辛子→空師）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
584,しょうがはしょうがでも食べられないしょうがは？,ショウガ（生姜→勝賀）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
585,にんにくはにんにくでも食べられないにんにくは？,ニンニク（大蒜→忍肉）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
586,ぎょうざはぎょうざでも食べられないぎょうざは？,ギョウザ（餃子→業者）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
587,しゅうまいはしゅうまいでも食べられないしゅうまいは？,シュウマイ（焼売→週間）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
588,はるまきははるまきでも食べられないはるまきは？,ハルマキ（春巻→春牧）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
589,やきとりはやきとりでも食べられないやきとりは？,ヤキトリ（焼き鳥→八木鳥）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
590,かつはかつでも食べられないかつは？,カツ（勝ち）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
591,とんかつはとんかつでも食べられないとんかつは？,トンカツ（トンカツ→豚活）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
592,からあげはからあげでも食べられないからあげは？,カラアゲ（唐揚げ→空揚げ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
593,さしみはさしみでも食べられないさしみは？,サシミ（刺身→指見）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
594,てんぷらはてんぷらでも食べられないてんぷらは？,テンプラ（テン＋プラ→天ぷらじゃなくテンプレ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
595,おにぎりはおにぎりでも食べられないおにぎりは？,オニギリ（鬼切り）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
596,おすしはおすしでも食べられないおすしは？,オスシ（お寿司→お酢師）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
597,まぐろはまぐろでも食べられないまぐろは？,マグロ（マグロ→間黒）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
598,さけはさけでも食べられないさけは？,サケ（酒）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
599,さばはさばでも生きていないさばは？,サバ（鯖→鯖は生きている）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
600,あじはあじでも食べられないあじは？,アジ（味）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
601,たいはたいでも食べられないたいは？,タイ（鯛→体）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
602,ひらめはひらめでも食べられないひらめは？,ヒラメ（平目→平原）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
603,かれいはかれいでも食べられないかれいは？,カレイ（鰈→加齢）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
604,ふぐはふぐでも食べられないふぐは？,フグ（河豚→不具）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
605,たこはたこでも食べられないたこは？,タコ（凧）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
606,いかはいかでも食べられないいかは？,イカ（以下）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
607,えびはえびでも食べられないえびは？,エビ（蝦→営日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
608,かにはかにでも食べられないかには？,カニ（蟹→可二）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
609,あわびはあわびでも食べられないあわびは？,アワビ（鮑→泡日）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
610,さざえはさざえでも食べられないさざえは？,サザエ（栄螺→サザエさん）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
611,ほたてはほたてでも食べられないほたては？,ホタテ（帆立→保盾）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
612,あさりはあさりでも食べられないあさりは？,アサリ（浅蜊→朝利）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
613,しじみはしじみでも食べられないしじみは？,シジミ（蜆→支持見）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
614,はまぐりははまぐりでも食べられないはまぐりは？,ハマグリ（蛤→浜繰）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
615,のりはのりでも食べられないのりは？,ノリ（海苔→糊）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
616,こんぶはこんぶでも食べられないこんぶは？,コンブ（昆布→根部）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
617,わかめはわかめでも食べられないわかめは？,ワカメ（若芽→和亀）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
618,ひじきはひじきでも食べられないひじきは？,ヒジキ（鹿尾菜→肘木）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
619,めんはめんでも食べられないめんは？,メン（麺→面）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
620,うどんはうどんでも食べられないうどんは？,ウドン（饂飩→有鈍）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
621,そばはそばでも食べられないそばは？,ソバ（蕎麦→側）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
622,ラーメンはラーメンでも食べられないラーメンは？,ラーメン（ラーメン→裸面）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
623,スパゲッティはスパゲッティでも食べられないスパゲッティは？,スパゲッティ（スパゲッティ→巣端月庭）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
624,カレーはカレーでも食べられないカレーは？,カレー（カレー→枯冷）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
625,シチューはシチューでも食べられないシチューは？,シチュー（シチュー→市庁）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
626,スープはスープでも食べられないスープは？,スープ（スープ→数歩）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
627,サラダはサラダでも食べられないサラダは？,サラダ（サラダ→皿蛇）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
628,ハンバーグはハンバーグでも食べられないハンバーグは？,ハンバーグ（ハンバーグ→半搏愚）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
629,オムライスはオムライスでも食べられないオムライスは？,オムライス（オムライス→御無来栖）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
630,ピザはピザでも食べられないピザは？,ピザ（ピザ→披座）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
631,ドーナツはドーナツでも食べられないドーナツは？,ドーナツ（ドーナツ→銅納津）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
632,クッキーはクッキーでも食べられないクッキーは？,クッキー（クッキー→区域起）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
633,ビスケットはビスケットでも食べられないビスケットは？,ビスケット（ビスケット→美巣桁図）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
634,チョコレートはチョコレートでも食べられないチョコレートは？,チョコレート（チョコレート→町焦令徒）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
635,キャンディはキャンディでも食べられないキャンディは？,キャンディ（キャンディ→間低）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
636,ガムはガムでも食べられないガムは？,ガム（ガム→画無）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
637,せんべいはせんべいでも食べられないせんべいは？,センベイ（煎餅→千兵）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
638,あられはあられでも食べられないあられは？,アラレ（霰→荒礼）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
639,だんごはだんごでも食べられないだんごは？,ダンゴ（団子→談語）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
640,まんじゅうはまんじゅうでも食べられないまんじゅうは？,マンジュウ（饅頭→万寿）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
641,ようかんはようかんでも食べられないようかんは？,ヨウカン（羊羹→要監）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
642,たいやきはたいやきでも食べられないたいやきは？,タイヤキ（鯛焼き→体焼き）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
643,どらやきはどらやきでも食べられないどらやきは？,ドラヤキ（銅鑼焼き→虎焼き）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
644,カステラはカステラでも食べられないカステラは？,カステラ（カステラ→菓栖寺ら）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
645,プリンはプリンでも食べられないプリンは？,プリン（プリン→無輪）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
646,ゼリーはゼリーでも食べられないゼリーは？,ゼリー（ZERO＋イー→ゼリーはない）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
647,アイスはアイスでも食べられないアイスは？,アイス（アイス→愛巣）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
648,シャーベットはシャーベットでも食べられないシャーベットは？,シャーベット（シャーベット→車別途）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
649,ミルクはミルクでも飲めないミルクは？,ミルク（ミルク→見る句）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
650,ヨーグルトはヨーグルトでも食べられないヨーグルトは？,ヨーグルト（ヨーグルト→用来る徒）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
651,チーズはチーズでも食べられないチーズは？,チーズ（チーズ→地図）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
652,バターはバターでも食べられないバターは？,バター（バター→婆他）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
653,マヨネーズはマヨネーズでも食べられないマヨネーズは？,マヨネーズ（マヨネーズ→魔世ねーず）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
654,ケチャップはケチャップでも食べられないケチャップは？,ケチャップ（ケチャップ→気ちゃっプ）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
655,ソースはソースでも食べられないソースは？,ソース（ソース→創巣）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
656,くるまはくるまでも乗れないくるまは？,車（輪）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
657,でんしゃはでんしゃでも乗れないでんしゃは？,電車（電子の車）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
658,ひこうきはひこうきでも乗れないひこうきは？,飛行機（日航記）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
659,ふねはふねでも乗れないふねは？,船（布値）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
660,バスはバスでも乗れないバスは？,バス（Bass＝低音）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
661,タクシーはタクシーでも乗れないタクシーは？,タクシー（卓氏）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
662,じてんしゃはじてんしゃでも乗れないじてんしゃは？,自転車（時点車）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
663,オートバイはオートバイでも乗れないオートバイは？,オートバイ（オート＋バイ＝オート売）,ダジャレ・同音異義語,generated,2026-06-22 10:33:05
